BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
1593,Tripel,/homebrew/recipe/view/243786/tripel,Belgian Tripel,26,21,19.3603,4.58766,8.15,27.76,6.94,26,90,15.8,70,3,Plato,All Grain,0.5,20,N/A,N/A,
1594,Marzen For Mike,/homebrew/recipe/view/20496/marzen-for-mike,Oktoberfest/Maerzen,115,20.82,1.056,1.017,5.11,24.03,11.15,28.39,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1595,Oregonian,/homebrew/recipe/view/176698/oregonian,American Pale Ale,10,11,1.054,1.01,5.76,45.87,6.05,14.7,60,1.04,71,2.5,Specific Gravity,All Grain,0.75,18,N/A,N/A,25404
1596,Zombie Dust,/homebrew/recipe/view/29335/zombie-dust,American Pale Ale,10,18.93,1.06,1.017,5.67,52.99,9.5,11.36,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,16.67,N/A,N/A,
1597,Trappist Ale,/homebrew/recipe/view/73176/trappist-ale,Belgian Tripel,26,20.8,1.076,1.017,7.78,30.13,4.73,29.1,70,1.045,65,2.5,Specific Gravity,All Grain,1,22,force carbed co2,N/A,17602
1598,Grapefruit Wheat,/homebrew/recipe/view/163544/grapefruit-wheat,American Wheat or Rye Beer,15,18.93,1.054,1.013,5.34,15.04,5.56,9.46,60,1.107,35,N/A,Specific Gravity,extract,0.35,18.33,Priming Sugar,3/4 C,
1599,G&G German Wheat,/homebrew/recipe/view/2848/g-g-german-wheat,Weizen/Weissbier,170,18.93,1.052,1.014,4.88,14.86,4.04,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,Corn Sugar,5 Ounces,
1600,Saison De Lawn,/homebrew/recipe/view/9319/saison-de-lawn,Saison,134,20.82,1.05,1.01,5.25,31.93,5.5,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1109
1601,Doofenshmirtz Weiss,/homebrew/recipe/view/1459/doofenshmirtz-weiss,Weizen/Weissbier,170,18.93,1.054,1.012,5.44,23.16,3.95,15.14,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,Dextrose,5oz,
1602,Smts,/homebrew/recipe/view/378699/,Blonde Ale,30,25,1.049,1.01,5.21,28.79,3.95,30,90,1.041,75,4.8,Specific Gravity,All Grain,0.5,18,Force,N/A,68535
1603,Australian Amber Ale,/homebrew/recipe/view/72081/australian-amber-ale,California Common Beer,39,23.8,1.043,1.011,4.22,18.66,5.87,23.8,60,1.043,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1604,Hopped Amber,/homebrew/recipe/view/255945/hopped-amber,American Amber Ale,4,38,1.055,1.014,5.42,27.22,15.23,45,60,1.047,70,1.25,Specific Gravity,All Grain,0.75,20,N/A,N/A,19734
1605,My Tripel 11/02/14,/homebrew/recipe/view/151526/my-tripel-11-02-14,Belgian Tripel,26,20.82,1.085,1.02,8.51,30.69,4.67,18.93,60,1.025,35,N/A,Specific Gravity,extract,0.35,22.22,N/A,N/A,
1606,West Coast Rye IPA,/homebrew/recipe/view/237890/west-coast-rye-ipa,Specialty IPA: Rye IPA,151,21,1.066,1.011,7.19,155.63,6.24,28,90,1.049,70,3,Specific Gravity,All Grain,0.75,18,N/A,N/A,
1607,Jeff's Cream Ale,/homebrew/recipe/view/64072/jeff-s-cream-ale,Cream Ale,45,41.64,1.05,1.01,5.21,18.05,3.49,53,60,1.039,85,1.5,Specific Gravity,All Grain,0.5,18.89,N/A,N/A,
1608,Tad Heavy Scotch Ale,/homebrew/recipe/view/90697/tad-heavy-scotch-ale,Strong Scotch Ale,160,20.82,1.089,1.026,8.27,60.03,20.47,13.25,60,1.14,70,N/A,Specific Gravity,Partial Mash,0.75,20,Corn Sugar,N/A,20681
1609,Simcoe Of Magic,/homebrew/recipe/view/242726/simcoe-of-magic,Specialty IPA: Black IPA,148,22,1.05,1.01,5.36,56.65,30.64,11,60,1.101,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A,46751
1610,Centennial Pale Ale,/homebrew/recipe/view/77733/centennial-pale-ale,American IPA,7,18.93,1.062,1.015,6.08,64.83,8.19,22.71,60,1.051,70,1.2,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,
1611,James' tasty bre,/homebrew/recipe/view/11947/james-tasty-bre,Traditional Bock,163,20.82,1.051,1.011,5.23,45.49,14.63,11.36,60,1.094,35,N/A,Specific Gravity,extract,N/A,15.56,N/A,N/A,
1612,Hibernation Ale,/homebrew/recipe/view/213249/hibernation-ale,Old Ale,116,20.82,1.083,1.021,8.12,55.06,21.26,28.39,65,1.061,75,1.25,Specific Gravity,All Grain,1.25,18.33,N/A,N/A,
1613,London Porter,/homebrew/recipe/view/78655/london-porter,Brown Porter,37,23,1.045,1.013,4.23,25.56,29.77,8,60,1.129,80,N/A,Specific Gravity,extract,0.35,18,N/A,N/A,
1614,Rasputin's Blood (Special Brew),/homebrew/recipe/view/90470/rasputin-s-blood-special-brew-,Specialty Beer,145,20.82,1.108,1.032,10,57.1,40,13.25,90,1.17,70,N/A,Specific Gravity,Partial Mash,1,20,Corn Sugar,N/A,20681
1615,Total Domination IPA Clone (fail),/homebrew/recipe/view/1154/total-domination-ipa-clone-fail-,American IPA,7,20.82,1.065,1.02,5.92,71.52,6.34,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,Dextrose,3oz,
1616,Coffee Stout - 2 gallon,/homebrew/recipe/view/214103/coffee-stout-2-gallon,American Stout,12,7.57,17.6359,4.37454,7.27,41.93,37.27,10.41,60,11.9,75,N/A,Plato,BIAB,1,N/A,N/A,N/A,
1617,Brudgommens grdsl,/homebrew/recipe/view/337441/,Bire de Garde,29,23,1.066,1.019,6.26,26.25,17.26,28.5,70,1.053,70,N/A,Specific Gravity,BIAB,N/A,22,N/A,N/A,
1618,Widmer's BRRR,/homebrew/recipe/view/68190/widmer-s-brrr,American Amber Ale,4,19.87,1.066,1.019,6.26,69.25,17.46,26.5,60,1.05,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
1619,Boulevard Pale Ale - Extract,/homebrew/recipe/view/122493/boulevard-pale-ale-extract,American Pale Ale,10,20.82,1.052,1.012,5.27,25.49,9.48,26.5,60,1.041,35,N/A,Specific Gravity,extract,1,18.33,N/A,N/A,5889
1620,14 Peat Smoked Lager - partial mashing,/homebrew/recipe/view/210963/14-peat-smoked-lager-partial-mashing,Specialty Smoked Beer,153,23,14.2952,2.52913,6.33,44.45,4.99,28,60,11.8,35,N/A,Plato,Partial Mash,N/A,N/A,N/A,N/A,
1621,Woosa and Poser 10 year Celebration Lager...,/homebrew/recipe/view/12101/woosa-and-poser-10-year-celebration-lager,German Pilsner (Pils),81,39.75,1.054,1.015,5.08,42.41,3.43,43.53,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,348
1622,Big Beautiful Brunette,/homebrew/recipe/view/1364/big-beautiful-brunette,American Brown Ale,6,20.82,1.058,1.018,5.25,35.35,21.45,24.61,60,1.049,75,1.25,Specific Gravity,All Grain,0.5,20.56,Light DME,1.25 Cups,411
1623,Heavy  Oil  - Braumeister 20L,/homebrew/recipe/view/322900/heavy-oil-braumeister-20l,Russian Imperial Stout,132,20,1.095,1.022,9.5,86.2,44.64,25,90,1.07,65,N/A,Specific Gravity,BIAB,1.25,18,N/A,N/A,54364
1624,The Good of the Nation,/homebrew/recipe/view/152594/the-good-of-the-nation,Dark American Lager,52,41.64,1.054,1.012,5.45,20.49,19.05,49.21,65,1.045,75,1.5,Specific Gravity,All Grain,1.75,11.11,N/A,N/A,
1625,Dubbel #1,/homebrew/recipe/view/11067/dubbel-1,Belgian Dark Strong Ale,21,21,1.073,1.011,8.58,21.07,17.27,26.5,75,N/A,67.5,N/A,Specific Gravity,All Grain,N/A,N/A,Maple syrup + candy ambre,3/4 cup,
1626,Earl Grey & Wheat IPA,/homebrew/recipe/view/56419/earl-grey-wheat-ipa,English IPA,65,10,1.074,1.021,7.03,43.24,5.12,10,50,N/A,35,N/A,Specific Gravity,extract,N/A,24,Dextrose,8g per litre,
1627,German Rogenbier,/homebrew/recipe/view/14440/german-rogenbier,Roggenbier (German Rye Beer),131,41.64,1.065,1.017,6.36,73.88,23.54,53,90,N/A,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1628,21st Black IPA,/homebrew/recipe/view/19560/21st-black-ipa,American IPA,7,18.93,1.069,1.019,6.53,81.33,40,24.61,70,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,2953
1629,Burn Em Out Smoked Stout,/homebrew/recipe/view/94076/burn-em-out-smoked-stout,American Stout,12,21,1.067,1.016,6.77,37.8,40,30,90,1.047,75,2.75,Specific Gravity,All Grain,N/A,18,N/A,N/A,16724
1630,Operation Blue Oktober,/homebrew/recipe/view/57511/operation-blue-oktober,Oktoberfest/Maerzen,115,42.59,1.067,1.021,6.11,24.34,14.36,48.26,90,1.06,72,N/A,Specific Gravity,All Grain,1.5,12.78,Honey to 2.3 Vco2 (Brewers Friend Calculator),Approx. 4.8 oz / 5.5 Gl,
1631,Simple Sweet Cider,/homebrew/recipe/view/79613/simple-sweet-cider,Common Cider,44,18.93,1.065,1.007,7.68,0,5.67,18.93,60,1.065,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A,15890
1632,Irish Red Ale #1,/homebrew/recipe/view/30750/irish-red-ale-1,Irish Red Ale,92,18.93,1.044,1.01,4.51,27.07,14.13,9.46,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1633,' #1 American wheat with orange zest,/homebrew/recipe/view/219948/-1-american-wheat-with-orange-zest,American Wheat or Rye Beer,15,19.87,1.049,1.015,4.53,18.85,6,11.36,45,1.086,35,N/A,Specific Gravity,extract,0.5,18.33,corn sugar,N/A,
1634,Stone's bitter chocolate oatmeal stout,/homebrew/recipe/view/188673/stone-s-bitter-chocolate-oatmeal-stout,N/A,111,18.93,1.115,1.029,11.25,0,63.5,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1635,Samuel Adams Winter Lager,/homebrew/recipe/view/86023/samuel-adams-winter-lager,Munich Dunkel,108,18.93,1.061,1.015,6.02,22.2,11.28,26.5,60,1.044,70,N/A,Specific Gravity,All Grain,1.75,10,N/A,N/A,14852
1636,Belgian Pale Ale with Munich,/homebrew/recipe/view/45792/belgian-pale-ale-with-munich,Belgian Pale Ale,24,18.93,1.049,1.009,5.24,14.99,6.78,24.61,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1637,Bill's Country Ale,/homebrew/recipe/view/132261/bill-s-country-ale,American Pale Ale,10,20.82,1.061,1.02,5.46,24.15,8.37,26.5,60,1.048,65,1.5,Specific Gravity,All Grain,0.75,21.11,N/A,N/A,18590
1638,Ngne  #500,/homebrew/recipe/view/89285/,Imperial IPA,86,20,1.101,1.028,9.56,106.14,9.46,24,60,1.084,75,3,Specific Gravity,All Grain,1.25,19,N/A,N/A,
1639,Peach Milkshake IPA,/homebrew/recipe/view/404468/peach-milkshake-ipa,American IPA,7,18.93,1.083,1.016,8.79,259.97,5.38,24.61,60,1.064,75,1.5,Specific Gravity,All Grain,0.75,22.22,N/A,N/A,
1640,Weihenstephaner Tradition Dunkel,/homebrew/recipe/view/185366/weihenstephaner-tradition-dunkel,Munich Dunkel,108,21,1.048,1.013,4.53,19.46,24.99,11,60,1.092,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,23391
1641,WEIZEN BOCK,/homebrew/recipe/view/277119/weizen-bock,Weizenbock,171,21,1.081,1.02,7.95,22.51,16.13,29,90,1.059,80,N/A,Specific Gravity,All Grain,N/A,17,N/A,N/A,
1642,B. Golden Strong Ale,/homebrew/recipe/view/35574/b-golden-strong-ale,Belgian Golden Strong Ale,23,19,1.075,1.011,8.37,30.57,3.77,21.4,75,1.054,75,N/A,Specific Gravity,BIAB,0.75,22,Dextrose,3.2Vol,8887
1643,16 Oatmeal Stout,/homebrew/recipe/view/301580/16-oatmeal-stout,Oatmeal Stout,114,9.46,1.055,1.016,5.13,28.62,38.63,12.3,60,1.043,70,1.2,Specific Gravity,All Grain,0.5,20,N/A,N/A,
1644,Hopville Conversion,/homebrew/recipe/view/30855/hopville-conversion,American IPA,7,18.93,1.065,1.018,6.18,63.95,11.33,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,8589
1645,Bakke Brygg Scottish ale med litt ryksmak ...,/homebrew/recipe/view/142615/,Scottish Export 80/-,137,20,1.059,1.018,5.41,20.42,18.58,23,120,1.052,72,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,18325
1646,Red X Lager,/homebrew/recipe/view/238688/red-x-lager,Vienna Lager,167,13.25,1.048,1.011,4.89,34.25,11.87,17.03,60,1.037,78,N/A,Specific Gravity,BIAB,2,8.33,N/A,N/A,
1647,Angry Red Planet,/homebrew/recipe/view/258821/angry-red-planet,Specialty IPA: Red IPA,150,22.71,1.065,1.012,7.07,59.01,15.01,26.5,60,1.056,78,1.5,Specific Gravity,All Grain,0.5,22.22,N/A,N/A,42368
1648,Bakke Brygg HveteIPA 50 l,/homebrew/recipe/view/163765/bakke-brygg-hveteipa-50-l,American IPA,7,50,1.064,1.012,6.79,63.94,9.13,58,60,1.055,70,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,6 g sukker/l,18325
1649,Dunkel Graff,/homebrew/recipe/view/50492/dunkel-graff,Dunkelweizen,59,11.36,1.093,1.023,9.17,30.6,21.83,19.87,60,N/A,35,N/A,Specific Gravity,extract,0.75,20,Corn Sugar,4.57 Oz,
1650,Jeanie's Favorite,/homebrew/recipe/view/1920/jeanie-s-favorite,American IPA,7,19.87,1.067,1.019,6.37,59.69,13.36,27.44,75,1.049,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1651,Brutus,/homebrew/recipe/view/169857/brutus,Belgian Tripel,26,34.07,1.093,0.998,13.29,30.06,4.65,41.64,90,1.076,66.5,1.32,Specific Gravity,All Grain,0.75,21.11,N/A,N/A,
1652,Kroghs pilsner,/homebrew/recipe/view/330315/kroghs-pilsner,Czech Premium Pale Lager,50,25,1.05,1.011,5.16,51.07,3.21,27.5,90,1.045,70,5,Specific Gravity,All Grain,1.5,12,N/A,N/A,
1653,Sierra Nevada Torpedo Clone,/homebrew/recipe/view/168925/sierra-nevada-torpedo-clone,American IPA,7,20.82,1.062,1.014,6.18,57.72,6.68,28.39,60,1.045,80,1.75,Specific Gravity,All Grain,1,18.33,N/A,N/A,5889
1654,Smashing Pumpkin Ale,/homebrew/recipe/view/72213/smashing-pumpkin-ale,American Amber Ale,4,20.82,1.054,1.013,5.27,22.68,10.04,20.82,60,1.054,35,N/A,Specific Gravity,Partial Mash,N/A,18.33,Force,N/A,
1655,Milk Stout,/homebrew/recipe/view/37919/milk-stout,Sweet Stout,162,18.93,1.066,1.023,5.69,24.47,40,24.61,60,N/A,60,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
1656,Unibroue's Raftman clone,/homebrew/recipe/view/357697/unibroue-s-raftman-clone,Belgian Pale Ale,24,18.93,1.052,1.011,5.36,19.62,9.59,22.71,90,1.043,70,1,Specific Gravity,All Grain,N/A,21.11,N/A,N/A,
1657,Dr Smurto's Golden Ale,/homebrew/recipe/view/246345/dr-smurto-s-golden-ale,American Pale Ale,10,30,1.051,1.009,5.54,30.7,8.8,37,90,1.041,70,2.9,Specific Gravity,All Grain,N/A,18,N/A,N/A,
1658,Dark Chocolate Munich Stout,/homebrew/recipe/view/11111/dark-chocolate-munich-stout,Foreign Extra Stout,72,20.82,1.069,1.016,6.99,47.9,40,26.5,60,N/A,66,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1659,Friar Tuck - Canadian Brown Ale,/homebrew/recipe/view/43645/friar-tuck-canadian-brown-ale,American Brown Ale,6,20.82,1.06,1.015,5.9,31.2,30.32,28.39,60,1.044,70,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A,13114
1660,Bakke Brygg Lemondrop Saison 20L,/homebrew/recipe/view/437744/bakke-brygg-lemondrop-saison-20l,Saison,134,20,1.054,1.004,6.61,32.85,4.94,25,90,1.044,71,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,18325
1661,Cascade IPA,/homebrew/recipe/view/20236/cascade-ipa,American IPA,7,20.82,1.07,1.017,7.01,83.67,9.77,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1662,2014 - 8/9 - Roggen - German Rye,/homebrew/recipe/view/146943/2014-8-9-roggen-german-rye,Roggenbier (German Rye Beer),131,18.93,1.06,1.014,6.01,20.12,16.97,24.61,60,1.046,62,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,
1663,RARE VOS,/homebrew/recipe/view/6396/rare-vos,Belgian Blond Ale,20,21.77,1.06,1.012,6.27,24.93,8.11,26.5,75,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1664,Mill Town Maibock,/homebrew/recipe/view/35471/mill-town-maibock,Maibock/Helles Bock,103,53,16.5743,4.32352,6.68,36.96,6.67,52.24,60,N/A,80,N/A,Plato,All Grain,1.75,10,Forced Carbonation,2.7 volumes,
1665,Willamette SMaSH IPL,/homebrew/recipe/view/124441/willamette-smash-ipl,Classic American Pilsner,40,18.93,1.072,1.02,6.82,31.37,4.3,28.39,60,1.048,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1666,Paulaner Hefeweizen Clone,/homebrew/recipe/view/450743/paulaner-hefeweizen-clone,Weizen/Weissbier,170,20.82,1.053,1.014,5.15,19.64,3.75,26.5,90,1.042,70,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,81887
1667,English Brown Mild,/homebrew/recipe/view/12235/english-brown-mild,Mild,105,41.64,1.038,1.012,3.41,21.74,18.18,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1668,Imperial Stout  Grainfather,/homebrew/recipe/view/317266/imperial-stout-grainfather,Foreign Extra Stout,72,23,1.074,1.02,7.47,67.91,39.37,23,120,1.074,70,2.7,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1669,Triple IPA,/homebrew/recipe/view/165313/triple-ipa,Imperial IPA,86,22.71,1.099,1.008,11.93,223.07,5.58,37.85,90,1.046,57,1.2,Specific Gravity,All Grain,1.25,18.89,N/A,N/A,1569
1670,"10 Gallon All Grain ""Three Blind Mice/Moose ...",/homebrew/recipe/view/68151/10-gallon-all-grain-three-blind-mice-moose-drool-brown,American Brown Ale,6,41.64,1.07,1.022,6.29,47.8,38.13,51.1,60,1.057,65,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,
1671,Chocolate Milk Stout,/homebrew/recipe/view/112767/chocolate-milk-stout,Sweet Stout,162,20.82,1.067,1.026,5.41,28.03,35.82,28.39,60,1.044,75,1.75,Specific Gravity,All Grain,1,21.11,N/A,N/A,5889
1672,Avery Maharajah Imperial IPA Clone,/homebrew/recipe/view/80120/avery-maharajah-imperial-ipa-clone,Imperial IPA,86,41.64,1.09,1.018,9.46,90.23,13.18,49.21,60,1.076,64,1.5,Specific Gravity,All Grain,1,20,N/A,N/A,15241
1673,Damn Skippy Peanut Butter Chocolate Stout...,/homebrew/recipe/view/206366/damn-skippy-peanut-butter-chocolate-stout,Sweet Stout,162,20.82,1.049,1.014,4.65,51.29,34.93,11.36,60,1.02,35,N/A,Specific Gravity,extract,0.5,21.11,Corn Sugar,3.43,
1674,Citra Pale Ale CPA,/homebrew/recipe/view/13722/citra-pale-ale-cpa,American Pale Ale,10,20.82,1.05,1.013,4.97,64.09,4.27,26.5,65,1.039,70,1.25,Specific Gravity,All Grain,N/A,21.11,bottle with corn sugar,7/8 cup,
1675,Bakke Brygg RugIPA 20l,/homebrew/recipe/view/130577/bakke-brygg-rugipa-20l,Imperial IPA,86,20,1.075,1.012,8.24,93.01,8.59,23,60,1.065,68,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,6 g sukker/l,18325
1676,Chocolate Brown Porter,/homebrew/recipe/view/56899/chocolate-brown-porter,Brown Porter,37,20.82,1.065,1.015,6.61,62.81,20.99,28.39,75,N/A,70,N/A,Specific Gravity,BIAB,1,20,N/A,N/A,9765
1677,Brian's O-Stout,/homebrew/recipe/view/3184/brian-s-o-stout,Oatmeal Stout,114,20.82,1.059,1.017,5.56,26.17,41.28,28.39,60,1.044,68,1.35,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,228
1678,RUD Red IPA - low ABV,/homebrew/recipe/view/301033/rud-red-ipa-low-abv,American IPA,7,25,1.028,1.005,2.94,57.21,15.8,28.5,90,1.024,85,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,55078
1679,Thelonious Monk Tropical Stout,/homebrew/recipe/view/100943/thelonious-monk-tropical-stout,Tropical Stout,166,190,1.059,1.012,6.17,34.09,36.22,210,60,1.05,73,3,Specific Gravity,All Grain,0.5,14,N/A,N/A,
1680,Orange Blossom and Dark Fruit Melomel,/homebrew/recipe/view/3551/orange-blossom-and-dark-fruit-melomel,Other Fruit Melomel,119,22.71,1.105,1.005,13.07,0,4.4,18.93,1,N/A,100,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1681,Champale,/homebrew/recipe/view/61183/champale,Extra Special/Strong Bitter (ESB),68,23,1.057,1.018,5.11,28.36,13.94,9,60,1.146,55,N/A,Specific Gravity,Partial Mash,N/A,22,N/A,N/A,
1682,Fnky Farmhouse Ale,/homebrew/recipe/view/152924/,Fruit Beer,75,25,1.05,1.007,5.56,37.68,4.93,30,90,1.042,61,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,30733
1683,Some like it hop (Darkstar hophead clone)...,/homebrew/recipe/view/222517/some-like-it-hop-darkstar-hophead-clone-,Specialty Beer,145,10,1.038,1.009,3.7,93.56,5.3,15.5,60,1.024,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1684,Tom's Wit,/homebrew/recipe/view/56400/tom-s-wit,Witbier,175,5.3,1.052,1.012,5.3,18.39,3.5,7.3,90,1.038,75,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A,
1685,Foundation Red #2,/homebrew/recipe/view/193671/foundation-red-2,Irish Red Ale,92,37.85,1.056,1.012,5.81,21.22,13.67,45.42,60,1.047,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
1686,Belgian Revisited,/homebrew/recipe/view/9047/belgian-revisited,Belgian Golden Strong Ale,23,23,1.07,1.012,7.67,43.5,5.78,30,90,N/A,65,N/A,Specific Gravity,All Grain,N/A,25,drops,3 per 1.1 Liters,1743
1687,Wild Rosey,/homebrew/recipe/view/2146/wild-rosey,American Stout,12,7.57,1.068,1.019,6.45,50.67,32.45,7.57,60,N/A,65,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1688,Smoked Amber,/homebrew/recipe/view/36476/smoked-amber,American Amber Ale,4,18.93,1.059,1.015,5.9,37.45,13.41,23.66,60,1.047,70,N/A,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,
1689,Parkway Christmas Saison+Gluehbier,/homebrew/recipe/view/163990/,Saison,134,15.14,1.06,1.012,6.28,31.43,8.65,18.93,90,1.043,72,N/A,Specific Gravity,BIAB,1,20,Table Sugar,3.0 oz.,29729
1690,Bombastic Purpletastic,/homebrew/recipe/view/37061/bombastic-purpletastic,American Wheat or Rye Beer,15,20.82,1.042,1.011,3.97,25.53,3.7,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,4726
1691,Altbier 2,/homebrew/recipe/view/25045/altbier-2,Dusseldorf Altbier,51,18.93,1.05,1.016,4.51,57.71,12.08,27.9,90,1.034,65,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,766
1692,SchuBrew IPA,/homebrew/recipe/view/34524/schubrew-ipa,American IPA,7,20.82,1.06,1.017,5.65,68.41,7.22,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,0.35,20,N/A,N/A,5100
1693,Properjobish,/homebrew/recipe/view/164072/properjobish,English IPA,65,25,1.058,1.013,5.84,54.01,6.35,36,60,1.04,69,2.6,Specific Gravity,All Grain,1,19,N/A,N/A,17602
1694,Yum Yum Sweet Potato Brown Ale,/homebrew/recipe/view/4339/yum-yum-sweet-potato-brown-ale,American Brown Ale,6,3.79,1.071,1.017,7.15,43.95,24.33,7.1,60,N/A,55,N/A,Specific Gravity,All Grain,N/A,N/A,Corn sugar,1 ounce,
1695,Orange Crush Ale,/homebrew/recipe/view/64090/orange-crush-ale,Specialty Beer,145,41.64,1.07,1.014,7.36,25.61,5.15,49.21,60,1.043,73,1.5,Specific Gravity,All Grain,0.5,19.44,N/A,N/A,15241
1696,Imperial Chocolate Milk Stout (50L),/homebrew/recipe/view/402144/imperial-chocolate-milk-stout-50l-,Imperial Stout,87,52,1.082,1.012,9.16,35.75,38.79,57,60,1.069,84,2.78,Specific Gravity,All Grain,0.75,20,N/A,N/A,58529
1697,Weizenbock,/homebrew/recipe/view/388631/weizenbock,Weizenbock,171,25,1.066,1.016,6.54,13.97,16.75,33,60,1.05,70,N/A,Specific Gravity,BIAB,0.35,24,N/A,N/A,29178
1698,West Coast IPA,/homebrew/recipe/view/189220/west-coast-ipa,American IPA,7,18.93,1.062,1.016,6.12,0,7.44,18.93,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1699,EBH MSB: Marcus' Stupid Bitter,/homebrew/recipe/view/16168/ebh-msb-marcus-stupid-bitter,Open Category Mead,117,20.82,1.015,1.004,1.44,11.15,2.81,11.36,20,N/A,65,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,1279
1700,Bakke Brygg IPA ekstrakt 25L,/homebrew/recipe/view/151637/bakke-brygg-ipa-ekstrakt-25l,American IPA,7,25,1.063,1.013,6.62,73.23,7.58,27,15,1.058,35,N/A,Specific Gravity,extract,N/A,18,N/A,N/A,18325
1701,Bakke Brygg Altbier 20L,/homebrew/recipe/view/219836/bakke-brygg-altbier-20l,Dusseldorf Altbier,51,20,1.052,1.013,5.18,41.29,13.36,23,60,1.045,72,N/A,Specific Gravity,BIAB,N/A,17,N/A,N/A,18325
1702,Belgium wit,/homebrew/recipe/view/94409/belgium-wit,Witbier,175,20,1.052,1.013,5.28,11.03,3.54,25,90,1.042,75,4,Specific Gravity,All Grain,1,19,N/A,N/A,21878
1703,Bakke Brygg Best Bitter 20 l,/homebrew/recipe/view/91851/bakke-brygg-best-bitter-20-l,Special/Best/Premium Bitter,144,20,1.046,1.011,4.51,34.79,8.6,23,60,1.04,73,N/A,Specific Gravity,All Grain,N/A,19,Sukkerlake,5 g sukker/l,18325
1704,Julel 2013,/homebrew/recipe/view/74994/,Holiday/Winter Special Spiced Beer,85,12.5,1.084,1.021,8.97,35.63,38.53,19.5,60,1.05,75,N/A,Specific Gravity,All Grain,0.75,20,Bottle,N/A,
1705,Kern River Brewing Citra Double IPA,/homebrew/recipe/view/167201/kern-river-brewing-citra-double-ipa,Imperial IPA,86,45.42,1.077,1.018,8.26,96.79,5.7,53,60,1.066,80,1.25,Specific Gravity,All Grain,1.25,20,N/A,N/A,20984
